Cluster	Protein	S320_1G_1_sorted	S320_1G_3_sorted	S320_1G_4_sorted	S320_1G_5_sorted	S320T_4G_2_sorted	S320T_4G_3_sorted	S320T_4G_5_sorted	SC_1G_2_sorted	SC_1G_3_sorted	SC_1G_5_sorted	SC_4G_1_sorted	SC_4G_2_sorted	SC_4G_3_sorted
Cluster-57535.0	CAG9117887.1	3	5	3	7	5	0	0	5	4	2	9	2	8
Cluster-57536.0	XP_018013852.1	172	210	157	183	241	203	205	187	240	187	196	241	223
Cluster-57539.0	XP_018022134.1	33	37	28	42	31	31	24	20	22	23	28	47	18
Cluster-57543.0	XP_018016879.1	27	26	18	35	12	8	28	39	47	42	71	4	22
Cluster-57546.1	XP_015364521.1	0	3	2	2	3	0	4	0	0	1	2	3	1
Cluster-57557.2	KAF2368770.1	38	23	17	18	36	18	28	21	26	18	17	21	22
Cluster-57557.4	XP_042238762.1	6	6	1	13	4	14	10	15	22	7	6	5	7
Cluster-57567.0	XP_047736088.1	81	199	73	248	197	336	325	138	289	315	272	126	244
Cluster-57578.0	KAG0710559.1	2	0	5	1	3	0	1	3	1	4	1	0	0
Cluster-57580.0	EEC16771.1	1	2	0	10	8	3	3	0	0	2	4	2	2
Cluster-57580.1	EEC16771.1	5	16	1	20	2	1	3	0	0	3	2	1	0
Cluster-57588.0	GFQ87382.1	27	21	71	1	7	3	43	9	55	22	11	13	27
Cluster-57591.0	RZF38602.1	5	5	0	1	0	2	3	2	2	5	13	0	5
Cluster-57591.1	KAH8372596.1	3	4	2	2	0	1	2	3	7	2	8	2	4
Cluster-57595.0	BBD83968.1	2	5	2	2	11	5	2	9	14	1	5	2	6
Cluster-57598.0	XP_047737767.1	1	0	1	1	0	0	0	2	0	0	1	3	0
Cluster-57598.1	XP_047737767.1	2	11	15	8	2	0	0	19	26	34	12	7	7
Cluster-57601.1	KAF2357776.1	106	204	141	164	126	116	119	202	187	101	262	97	213
Cluster-57603.0	KAF2366079.1	10	7	9	10	12	5	7	13	7	5	16	23	12
Cluster-57608.0	XP_022160173.1	2	2	1	0	1	5	0	2	4	0	5	4	3
Cluster-57609.0	KAH0819668.1	4	2	0	9	0	2	0	0	0	0	9	0	0
Cluster-57611.0	ROT77857.1	33	8	54	35	43	29	65	26	36	54	71	13	79
Cluster-57611.1	KAG8294787.1	0	1	2	1	0	0	1	2	0	3	2	0	5
Cluster-57611.2	CAD7460842.1	4	6	4	1	2	4	3	12	2	3	11	1	14
Cluster-57625.0	KAG8176684.1	14	4	3	11	21	16	7	11	18	12	12	12	9
Cluster-57626.0	KAG7167374.1	11	21	14	17	15	8	13	23	41	33	5	15	15
Cluster-57639.0	KAF2355504.1	5	1	1	0	4	1	0	0	2	0	10	3	0
Cluster-57652.0	CAD7569823.1	1	1	4	0	3	0	0	7	3	4	10	1	13
Cluster-57658.1	XP_047096805.1	1	1	0	0	0	0	0	0	0	2	2	0	7
Cluster-57664.1	XP_018025717.1	162	269	113	220	261	303	220	207	266	196	201	146	244
Cluster-57675.0	XP_023012498.1	8	35	1	59	4	5	4	2	2	0	6	4	9
Cluster-57680.5	KAF2364937.1	115	159	84	78	345	209	286	133	268	223	81	162	251
Cluster-57680.6	KAF2364937.1	46	67	35	63	74	86	104	84	104	92	97	120	118
Cluster-57682.0	XP_055388512.1	18	112	5	189	40	24	74	8	3	8	12	1	14
Cluster-57682.1	XP_055388512.1	36	178	8	336	27	18	27	4	0	14	17	5	6
Cluster-57691.0	KAF2349110.1	60	68	57	70	64	90	75	78	61	70	104	66	95
Cluster-57705.2	XP_027211708.1	0	1	9	0	2	1	1	6	4	0	1	1	4
Cluster-57705.3	XP_027236645.1	9	9	10	7	6	2	1	13	26	11	9	3	7
Cluster-57709.0	XP_023727383.1	5	0	0	1	1	3	0	1	0	0	4	5	0
Cluster-57712.0	XP_045124560.1	1	1	2	2	0	1	5	2	6	1	2	0	4
Cluster-57712.1	XP_045124560.1	2	0	2	3	0	0	1	3	2	1	0	3	2
Cluster-57725.0	KAF2356963.1	3	0	0	0	4	1	0	6	2	4	1	9	6
Cluster-57736.0	KAA0187809.1	1	1	2	0	0	0	0	5	2	0	9	1	6
Cluster-57741.0	XP_018019059.1	6	2	0	6	2	4	7	11	17	8	3	6	10
Cluster-57746.0	KAF2343644.1	1	0	2	0	6	0	2	0	1	3	0	2	6
Cluster-57755.0	KAF2366190.1	8	0	1	0	0	0	1	20	3	0	1	1	7
Cluster-57756.2	XP_042864153.1	166	122	97	183	225	123	153	257	125	160	154	156	107
Cluster-57758.0	XP_018025398.1	6	2	5	1	6	3	0	7	5	6	12	1	24
Cluster-57760.2	GIY05052.1	1	11	1	12	2	1	7	0	2	0	0	3	0
Cluster-57761.0	KAF2360953.1	4	1	2	0	0	1	0	8	7	6	2	4	9
Cluster-57763.0	RXG67767.1	8	5	2	1	0	5	2	7	6	7	4	1	9
Cluster-57767.0	XP_042218128.1	15	6	3	11	10	10	7	4	14	14	13	10	10
Cluster-57772.0	XP_047741529.1	1	6	0	3	0	0	0	0	0	0	4	0	4
Cluster-57787.0	XP_018017354.1	28	30	40	29	31	14	62	39	55	14	37	23	18
Cluster-57789.0	KAG0710039.1	1	0	1	2	1	1	0	0	2	1	1	0	6
Cluster-57792.0	XP_037794090.1	3	0	0	0	0	0	0	0	1	2	1	0	3
Cluster-57793.0	XP_015910135.1	3	2	4	2	4	5	0	10	4	2	3	7	4
Cluster-57793.1	XP_015910135.1	3	0	3	0	8	7	4	6	6	5	3	4	1
Cluster-57795.0	XP_011152279.1	3	1	5	0	2	1	0	5	6	7	1	0	0
Cluster-57799.0	KAF2347746.1	97	86	123	101	82	71	106	168	171	136	132	153	131
Cluster-57799.0	XP_047486102.1	97	86	123	101	82	71	106	168	171	136	132	153	131
Cluster-57800.0	KAF2355546.1	4	0	4	0	0	0	0	5	2	1	4	0	7
Cluster-57800.1	CAG9769311.1	0	0	0	0	0	0	0	4	0	0	0	2	4
Cluster-57804.0	KAH9400907.1	21	62	93	1	38	17	5	164	81	181	134	21	26
Cluster-57804.0	KAF2363916.1	21	62	93	1	38	17	5	164	81	181	134	21	26
Cluster-57804.1	KAH9400907.1	9	12	48	6	5	0	3	64	6	6	4	10	26
Cluster-57804.1	KAF2363916.1	9	12	48	6	5	0	3	64	6	6	4	10	26
Cluster-57804.2	KAH9400907.1	11	16	17	16	16	21	25	33	15	19	29	3	47
Cluster-57804.2	KAF2363916.1	11	16	17	16	16	21	25	33	15	19	29	3	47
Cluster-57804.3	KAH9400907.1	7	2	2	14	11	1	4	12	14	17	7	4	3
Cluster-57804.3	TMW51368.1	7	2	2	14	11	1	4	12	14	17	7	4	3
Cluster-57810.0	XP_018008464.1	101	108	141	107	74	89	144	91	95	63	98	115	77
Cluster-57813.0	KAA0198219.1	1	1	0	0	0	0	0	8	1	0	2	0	1
Cluster-57816.0	XP_026332716.1	8	5	12	1	18	22	3	13	21	9	18	10	3
Cluster-57820.0	XP_018006464.1	90	97	86	51	17	25	14	102	83	79	96	32	80
Cluster-57828.0	XP_042880000.1	1	1	0	2	2	4	3	0	2	2	10	0	2
Cluster-57834.0	ACO10969.1	4	13	0	11	1	0	0	0	1	0	0	2	0
Cluster-57845.0	KAB7506384.1	1	2	0	0	0	0	0	2	0	2	0	2	4
Cluster-57845.1	XP_037787393.1	0	0	1	0	2	0	0	4	0	5	0	0	2
Cluster-57853.0	VEN58861.1	2	7	0	17	0	1	0	0	0	3	1	1	1
Cluster-57867.0	XP_018023612.1	96	120	135	149	162	165	158	125	137	139	125	108	113
Cluster-57888.0	KAF2347171.1	38	13	16	10	19	27	14	28	26	15	19	17	7
Cluster-57899.0	XP_047741221.1	1	12	0	6	83	107	97	15	57	92	5	2	583
Cluster-57901.0	XP_018008017.1	7	7	10	7	19	2	8	13	13	12	3	14	21
Cluster-57912.0	CAG5057304.1	0	3	1	6	5	4	4	7	8	0	1	4	3
Cluster-57912.1	KAI4453867.1	7	2	7	5	9	9	8	4	6	5	6	5	3
Cluster-57912.2	KAI1294654.1	7	6	1	14	12	14	7	0	9	1	9	10	6
Cluster-57917.0	XP_050705392.1	1	0	2	2	5	4	0	0	6	4	4	0	5
Cluster-57919.0	KAF2365308.1	14	10	40	15	0	0	6	0	7	12	4	1	0
Cluster-57923.2	XP_047737968.1	2	1	1	3	2	1	0	4	1	4	1	0	4
Cluster-57923.3	XP_037804649.1	3	5	1	10	2	1	0	13	11	4	12	8	11
Cluster-57929.0	GFS28204.1	2	2	3	3	2	0	3	1	5	0	4	2	5
Cluster-57929.2	KAF2355547.1	10	23	27	25	6	6	11	10	37	12	37	16	10
Cluster-57929.2	XP_047492193.1	10	23	27	25	6	6	11	10	37	12	37	16	10
Cluster-57932.0	XP_050729232.1	15	37	10	13	17	26	27	12	22	18	27	14	40
Cluster-57932.1	KOX79398.1	0	2	0	0	2	0	0	0	1	3	3	0	0
Cluster-57933.0	KAG0723878.1	7	3	4	6	11	9	8	9	11	5	3	5	7
Cluster-57939.0	PNF26759.1	1	0	2	0	1	0	0	3	2	2	0	0	0
Cluster-57954.0	XP_037798148.1	3	11	7	10	9	4	3	8	9	8	20	10	17
Cluster-57954.1	PNF37933.1	0	4	2	3	2	1	1	6	1	2	7	4	3
Cluster-57954.2	KAG8240031.1	0	8	2	3	5	0	7	1	5	2	1	2	1
Cluster-57958.0	XP_018007436.1	21	1	4	0	1	0	1	17	6	9	20	2	45
Cluster-57971.0	KAF2350055.1	31	106	46	90	96	74	73	63	99	105	70	70	64
Cluster-57980.0	KAH9400907.1	376	298	133	333	426	234	737	781	481	619	409	105	1004
Cluster-57980.0	KAF2363915.1	376	298	133	333	426	234	737	781	481	619	409	105	1004
Cluster-57982.0	RXG53666.1	1	0	1	0	1	1	1	0	4	1	1	1	1
Cluster-57995.0	XP_013788626.1	18	16	22	17	22	30	13	22	24	19	23	16	15
Cluster-57999.0	KAJ8970745.1	1	0	1	0	0	0	0	0	3	0	0	2	5
Cluster-57999.2	XP_055918585.1	0	1	5	2	0	0	0	0	2	0	0	19	2
Cluster-58003.0	KAG0727396.1	22	12	16	3	0	11	1	16	12	3	15	4	11
Cluster-58011.0	KAJ3616948.1	2	18	1	35	9	1	8	0	1	4	1	3	1
Cluster-58011.1	XP_014224644.1	9	29	5	59	13	5	16	0	4	7	9	10	5
Cluster-58011.2	XP_037085064.1	0	5	0	9	0	0	2	1	3	0	0	0	1
Cluster-58016.0	XP_047738765.1	1	1	0	6	1	0	0	6	2	1	3	0	12
Cluster-58027.0	XP_053632708.1	4	6	2	10	3	0	1	0	1	3	5	2	2
Cluster-58027.1	XP_042861929.1	1	0	0	1	0	3	3	0	2	2	3	0	0
Cluster-58027.2	XP_042861929.1	0	0	0	3	0	0	4	2	1	8	4	2	6
Cluster-58035.0	KAF2355258.1	7	34	25	55	56	53	46	30	32	22	28	11	20
Cluster-58039.1	XP_055388624.1	0	5	0	6	0	0	6	0	1	1	2	0	5
Cluster-58039.2	XP_055388624.1	3	7	6	45	4	4	1	1	1	3	0	1	1
Cluster-58041.0	XP_017785548.1	10	1	8	6	4	8	1	16	3	2	2	5	0
Cluster-58041.1	XP_002425755.1	1	5	6	5	10	9	2	10	4	7	8	8	5
Cluster-58044.0	KAG0710688.1	8	2	4	14	11	7	5	7	10	16	6	6	4
Cluster-58048.0	CAD7195865.1	23	49	16	42	29	59	14	36	32	30	31	42	50
Cluster-58050.0	KAF2349485.1	3	6	3	8	2	3	6	4	2	0	6	0	9
Cluster-58051.1	KAF2361519.1	5	3	1	0	3	0	0	6	6	3	5	5	13
Cluster-58055.0	KAF2358235.1	1	0	2	3	0	0	0	1	2	2	1	1	1
Cluster-58058.0	KAF2355560.1	3	2	6	1	2	0	0	4	1	1	6	0	4
Cluster-58058.1	KAF2355560.1	3	0	0	1	2	1	0	7	4	3	0	7	1
Cluster-58075.0	ROT80499.1	1	0	143	0	0	0	0	2	2	0	3	0	0
Cluster-58078.0	RLU21142.1	3	4	8	9	4	1	1	3	9	1	8	3	4
Cluster-58078.1	KAF2362802.1	3	9	7	3	3	6	3	11	21	7	10	4	4
Cluster-58081.0	WDS94170.1	3	9	0	26	0	2	1	0	1	3	5	3	0
Cluster-58090.0	XP_014213372.1	12	8	11	9	22	19	10	13	16	17	17	14	7
Cluster-58105.1	XP_053657420.1	2	16	2	16	38	16	5	16	12	15	32	13	20
Cluster-58118.0	KAA0190284.1	1	2	2	0	0	0	0	0	3	0	1	0	0
Cluster-58118.1	XP_050730161.1	16	70	17	28	13	11	16	34	81	26	35	20	30
Cluster-58130.0	XP_029838349.1	2	0	0	0	1	8	0	0	0	0	2	12	2
Cluster-58131.0	KAI2795934.1	15	4	7	27	22	25	11	30	19	12	7	2	4
Cluster-58133.0	KAA0190666.1	3	7	4	5	7	5	6	8	8	2	5	8	10
Cluster-58139.0	XP_050727371.1	5	9	3	9	3	3	0	4	5	4	6	0	3
Cluster-58149.0	XP_037090724.1	4	1	0	0	1	3	1	11	0	1	3	3	7
Cluster-58149.1	KAF2350524.1	1	1	1	4	0	1	0	1	3	5	0	0	0
Cluster-58155.0	XP_043194464.1	10	4	8	16	14	3	6	12	22	48	7	17	13
Cluster-58155.1	XP_043202156.1	3	3	1	0	1	0	2	0	2	4	0	0	1
Cluster-58156.0	APA34025.1	4	21	1	26	1	3	3	1	6	0	5	2	7
Cluster-58162.0	XP_053627755.1	1	5	1	0	3	0	3	3	1	3	2	0	9
Cluster-58166.0	XP_047741754.1	655	560	571	553	755	556	707	783	755	640	549	677	614
Cluster-58166.1	XP_047741754.1	557	589	585	526	595	499	593	681	672	513	575	681	522
Cluster-58175.0	XP_049850789.1	13	11	12	9	25	16	15	23	15	3	10	4	5
Cluster-58179.0	KAF2354756.1	3	3	2	0	2	0	0	0	4	5	8	2	7
Cluster-58184.0	KAF2363555.1	4	6	1	7	1	4	6	1	3	0	3	4	5
Cluster-58184.1	KAF2363561.1	9	3	2	9	0	0	2	0	11	3	6	0	0
Cluster-58184.2	KAF2363561.1	1	1	0	1	1	1	11	4	0	2	1	1	2
Cluster-58185.0	CAD7224508.1	28	142	5	305	51	17	83	6	10	23	17	14	13
Cluster-58187.0	KAF2348435.1	6	0	0	10	0	0	1	27	11	9	18	11	27
Cluster-58187.1	XP_053642144.1	0	2	0	0	0	0	0	4	0	0	2	0	5
Cluster-58188.0	ROT76988.1	26	19	28	35	43	10	49	41	39	28	33	29	32
Cluster-58193.0	ROT77371.1	12	5	5	1	2	0	0	19	8	10	13	0	8
Cluster-58193.1	XP_027211163.1	6	0	2	0	1	3	0	11	5	2	3	1	8
Cluster-58193.2	XP_047484993.1	377	235	135	245	539	226	723	457	360	341	320	84	266
Cluster-58193.3	XP_018026990.1	85	75	59	67	219	107	271	61	100	122	65	17	40
Cluster-58193.4	XP_047484993.1	303	217	129	204	596	191	816	409	278	317	278	65	186
Cluster-58193.5	KAG0721748.1	11	5	10	0	3	0	0	24	2	5	13	0	12
Cluster-58194.1	CAH1976679.1	0	1	0	1	0	0	0	2	1	1	0	0	9
Cluster-58206.0	XP_018014295.1	11	5	5	1	1	0	10	16	7	12	10	7	28
Cluster-58206.1	KAG8230977.1	0	0	0	0	0	0	0	3	1	0	1	0	2
Cluster-58219.0	ROT69004.1	3	3	0	1	2	0	4	1	0	5	0	3	5
Cluster-58220.0	KAA0194101.1	2	4	7	1	0	0	0	0	7	3	1	1	3
Cluster-58228.0	XP_040578152.1	4	8	10	0	2	0	1	0	20	7	4	22	6
Cluster-58229.0	XP_042867344.1	7	0	0	0	0	0	0	3	0	0	0	0	3
Cluster-58238.0	KAF2354797.1	208	462	76	559	503	454	922	48	141	74	766	546	495
Cluster-58250.0	XP_018022983.1	16	22	11	23	29	20	28	10	21	14	27	6	22
Cluster-58255.0	QQP39777.1	2	2	22	0	0	0	1	0	3	0	0	0	7
Cluster-58271.0	XP_033339910.1	1	15	0	10	2	0	9	0	5	0	9	6	0
Cluster-58278.0	CAH0112340.1	11	12	19	18	15	47	20	31	25	19	8	21	9
Cluster-58285.1	CAH7717500.1	4	3	4	2	4	9	0	7	16	4	6	8	4
Cluster-58290.0	GFR22728.1	12	11	20	5	30	26	9	25	25	4	22	15	9
Cluster-58295.1	KAF2361368.1	4	3	2	7	5	5	1	9	8	9	7	8	5
Cluster-58302.0	KAJ1525738.1	44	62	65	21	63	28	53	26	39	11	65	29	32
Cluster-58305.1	XP_053650583.1	9	24	41	18	34	14	83	9	22	10	11	15	14
Cluster-58311.0	XP_042878532.1	33	14	11	4	7	1	0	21	17	28	2	6	13
Cluster-58324.0	KAA0203270.1	11	12	13	22	0	8	1	12	3	0	44	38	11
Cluster-58327.0	XP_035220818.1	7	19	4	42	5	5	0	0	2	3	1	4	6
Cluster-58327.1	XP_035220818.1	9	40	1	61	2	4	3	0	0	2	2	1	2
Cluster-58334.0	XP_018008687.1	4	2	6	3	0	18	1	5	2	5	7	2	8
Cluster-58335.0	CAD7464284.1	20	18	8	9	12	20	5	28	27	22	33	22	52
Cluster-58336.0	ROT75442.1	2	0	0	0	0	0	2	0	2	3	5	0	1
Cluster-58351.0	KAF2355688.1	21	39	9	105	43	66	42	45	7	5	63	73	40
Cluster-58362.0	XP_018019325.1	2	3	1	1	0	1	0	1	0	1	4	1	2
Cluster-58364.1	KAF2355578.1	94	169	85	157	175	261	196	138	192	150	167	101	239
Cluster-58368.0	ADB92905.1	3	1	0	5	0	4	0	0	1	1	0	0	0
Cluster-58369.0	XP_008477012.1	8	7	18	0	3	1	0	9	6	12	16	5	8
Cluster-58370.0	KAF2350147.1	31	14	14	4	8	1	2	22	11	8	13	17	25
Cluster-58371.0	XP_023347050.1	2	4	2	2	1	0	0	4	1	2	8	1	5
Cluster-58373.0	XP_018017235.1	3	5	14	1	0	0	0	3	9	1	6	0	5
Cluster-58380.0	XP_035204863.1	22	18	37	14	34	23	9	21	41	28	16	11	20
Cluster-58382.0	KAF2366789.1	40	36	15	5	66	85	91	27	19	5	46	5	26
Cluster-58395.0	XP_014600157.1	1	2	9	7	11	6	1	6	1	11	4	2	6
Cluster-58397.0	XP_047736981.1	1	1	0	4	0	0	5	2	9	3	4	2	2
Cluster-58422.0	KAH9413304.1	3	1	0	0	1	4	0	4	4	3	2	0	5
Cluster-58425.0	ALS04173.1	13	15	0	22	5	0	2	0	0	0	6	8	1
Cluster-58428.0	XP_050700455.1	5	6	1	10	0	4	1	12	7	7	14	6	10
Cluster-58429.1	XP_015605830.1	2	6	2	3	0	2	1	4	5	2	2	0	0
Cluster-58449.0	CAD7207074.1	3	0	0	0	4	0	1	4	4	7	1	1	9
Cluster-58460.0	XP_018014838.1	11	17	5	16	0	1	0	10	27	7	13	35	21
Cluster-58461.0	XP_018022083.1	11	8	6	4	6	14	4	27	18	17	10	11	15
Cluster-58461.1	XP_018022083.1	6	11	35	3	16	48	0	18	7	2	52	42	35
Cluster-58461.2	XP_018022083.1	4	14	8	9	1	12	4	10	18	15	16	13	10
Cluster-58463.0	CAD7005913.1	2	4	1	1	0	4	3	8	5	6	8	5	11
Cluster-58467.0	KAF2361888.1	25	21	20	35	35	31	20	24	26	24	31	15	27
Cluster-58470.0	KAF2352700.1	39	40	28	30	147	82	135	75	89	65	54	30	79
Cluster-58475.2	XP_031617335.1	0	1	2	2	2	3	0	8	2	1	0	1	2
Cluster-58477.0	XP_055388256.1	2	14	0	22	3	1	3	0	0	0	0	3	2
Cluster-58477.1	CAD7232689.1	0	2	0	6	0	0	0	0	0	2	1	0	0
Cluster-58477.2	VEN36203.1	0	6	0	4	2	5	0	0	1	0	0	5	0
Cluster-58483.0	XP_055386069.1	2	14	0	15	2	2	7	2	2	1	4	2	1
Cluster-58496.0	XP_037902611.1	1	0	0	2	0	1	0	0	0	2	1	0	3
Cluster-58499.0	EEC03831.1	2	18	1	27	1	5	0	3	0	1	1	0	0
Cluster-58499.1	EEC03831.1	3	9	0	8	1	0	6	0	1	1	3	0	0
Cluster-58499.3	QQP54771.1	0	7	0	16	0	0	3	0	0	0	2	1	0
Cluster-58502.0	GFQ88019.1	8	44	3	75	13	11	21	0	0	4	2	1	4
Cluster-58502.1	XP_053991487.1	55	199	19	450	63	31	105	2	1	12	34	3	7
Cluster-58522.0	XP_053990658.1	47	231	19	382	34	18	53	18	11	11	47	26	23
Cluster-58523.0	XP_037793555.1	27	36	28	18	25	13	23	21	32	31	35	18	41
Cluster-58524.0	XP_042221328.1	4	3	3	0	3	0	1	5	8	4	9	3	13
Cluster-58524.1	XP_042221328.1	5	2	20	3	7	0	1	10	6	6	9	6	1
Cluster-58532.0	KAF2353435.1	1	3	2	0	1	0	0	0	8	6	8	6	9
Cluster-58538.2	KAF2356914.1	0	4	1	2	0	0	0	3	1	0	2	1	3
Cluster-58545.0	KAG8226682.1	3	0	4	2	2	2	3	3	1	3	3	0	11
Cluster-58545.1	KAB7502892.1	8	7	9	1	3	4	4	7	5	3	36	4	27
Cluster-58555.0	XP_037794408.1	5	8	8	0	2	2	1	8	7	4	18	2	11
Cluster-58559.0	XP_018006371.2	15	21	3	17	1	14	0	15	16	8	17	3	6
Cluster-58567.0	XP_019875209.1	14	29	14	20	25	19	26	17	24	8	12	21	11
Cluster-58567.0	XP_045588194.1	14	29	14	20	25	19	26	17	24	8	12	21	11
Cluster-58585.0	KAI7692778.1	4	13	0	36	4	0	2	0	0	0	5	0	0
Cluster-58587.0	XP_018022297.2	1	0	0	3	0	0	0	8	1	1	5	0	3
Cluster-58587.0	KAF2351726.1	1	0	0	3	0	0	0	8	1	1	5	0	3
Cluster-58587.1	KAA0185008.1	1	0	2	2	0	0	0	1	1	1	1	0	3
Cluster-58589.0	RWS20370.1	1	0	2	2	0	1	0	0	0	3	5	0	0
Cluster-58609.0	KAA0199120.1	1	1	2	4	0	2	3	0	3	2	6	4	4
Cluster-58621.0	BAM20406.1	5	6	9	3	18	3	0	5	9	6	2	6	2
Cluster-58626.0	XP_018025389.1	2	0	2	1	1	0	0	8	1	2	2	0	0
Cluster-58632.0	XP_027228543.1	1	1	0	0	0	0	0	2	4	0	1	3	2
Cluster-58635.0	KAF7275731.1	44	120	10	182	40	10	24	3	0	10	9	2	2
Cluster-58636.2	KAG9437903.1	8	5	10	5	20	26	8	17	6	22	8	11	5
Cluster-58656.0	KAF2356258.1	19	16	12	11	10	18	13	30	26	13	28	24	21
Cluster-58659.0	KAF2367157.1	10	3	2	6	3	5	2	7	11	3	4	2	3
Cluster-58659.1	KAF2367157.1	3	5	3	12	1	6	0	12	10	7	6	2	5
Cluster-58659.2	KAF2367157.1	2	2	0	2	3	2	1	2	4	1	1	3	3
Cluster-58666.0	XP_045599703.1	1	5	4	0	0	3	9	4	3	0	1	1	25
Cluster-58666.1	XP_047485963.1	2	7	4	4	0	0	3	2	1	0	2	4	0
Cluster-58666.2	XP_022236060.1	0	0	0	0	0	0	0	0	2	1	1	0	10
Cluster-58668.0	XP_049815483.1	26	27	23	35	49	32	17	46	34	29	35	24	8
Cluster-58671.0	KAF2352359.1	12	12	3	16	2	9	18	8	16	11	17	13	17
Cluster-58677.1	KAG0718361.1	1	0	0	1	1	0	0	5	2	1	7	1	0
Cluster-58677.2	XP_037094508.1	11	5	2	0	1	2	0	2	7	4	6	1	16
Cluster-58677.3	KAA0196649.1	4	0	0	1	0	0	0	7	2	1	5	0	14
Cluster-58679.0	ROT62634.1	1	1	1	6	1	0	0	0	2	0	0	1	0
Cluster-58681.0	QEM21683.1	4	10	0	22	8	1	8	0	0	0	0	1	7
Cluster-58681.1	XP_053993235.1	0	2	0	5	2	0	0	0	0	0	0	0	2
Cluster-58684.0	XP_043647069.1	21	7	0	17	6	19	0	0	12	0	1	0	8
Cluster-58705.0	CAD7226358.1	7	0	0	0	10	3	3	0	3	1	2	0	0
Cluster-58712.0	KAA0185066.1	14	12	16	9	9	4	8	21	13	13	17	22	45
Cluster-58713.0	KAF2362605.1	74	129	85	102	108	132	129	92	102	118	88	63	92
Cluster-58736.1	XP_018008513.1	37	67	28	34	21	18	41	31	40	34	25	11	30
Cluster-58740.0	XP_042148096.1	2	0	3	0	6	5	2	1	8	2	11	1	1
Cluster-58745.0	XP_018021393.1	182	336	301	319	469	437	625	246	345	336	240	184	394
Cluster-58749.0	KAA0194711.1	7	9	5	10	13	1	9	8	10	8	32	13	20
Cluster-58765.0	GFQ65419.1	6	15	0	33	2	0	11	3	2	3	2	12	2
Cluster-58765.1	GFU37299.1	0	2	0	5	1	0	2	1	0	2	0	3	0
Cluster-58766.0	XP_018018608.1	1	0	2	0	1	0	0	4	0	1	0	2	0
Cluster-58766.1	KAF2360812.1	0	0	2	0	0	0	0	2	0	2	2	0	3
Cluster-58767.1	EDW27073.1	1	0	1	0	0	0	0	4	1	4	4	2	2
Cluster-58774.1	ENN83168.1	5	7	4	3	1	9	0	5	2	2	1	9	0
Cluster-58776.0	GFT08841.1	1	9	0	16	5	0	2	0	0	2	2	3	1
Cluster-58780.0	KAF0287262.1	11	9	26	13	17	11	8	26	13	9	31	10	27
Cluster-58785.0	XP_045612815.1	9	1	7	0	1	0	0	8	7	5	10	5	29
Cluster-58787.0	KAF2354718.1	6	1	3	1	5	2	4	5	27	13	10	2	4
Cluster-58787.1	KAF2354718.1	23	5	13	12	27	26	13	9	24	16	7	5	2
Cluster-58801.1	KAA0187166.1	1	0	1	0	0	0	0	6	1	1	1	0	2
Cluster-58802.0	RXG69753.1	6	2	3	0	0	0	0	0	3	0	1	2	4
Cluster-58806.0	XP_048489106.1	62	326	27	520	119	28	116	7	7	32	35	19	19
Cluster-58807.0	XP_018024241.1	3	7	3	0	11	1	0	3	4	3	13	7	10
Cluster-58808.0	ROT67518.1	7	4	3	5	1	2	4	4	7	2	7	4	15
Cluster-58811.0	XP_018020096.1	18	13	10	8	18	24	20	8	3	5	26	33	22
Cluster-58815.0	XP_046916703.1	8	16	2	50	6	8	11	0	0	1	2	2	1
Cluster-58821.0	XP_049849909.1	3	13	4	32	4	4	3	2	2	3	9	2	5
Cluster-58827.0	ABL06945.1	2	4	0	10	1	0	0	0	2	1	0	0	0
Cluster-58827.1	ABL06945.1	0	2	0	6	0	0	1	0	0	0	1	1	2
Cluster-58829.0	AEE61583.1	3	9	0	1	0	10	0	0	3	0	11	11	20
Cluster-58835.0	XP_047737749.1	78	277	40	295	137	144	142	62	176	140	160	97	173
Cluster-58842.0	XP_045126534.1	2	0	0	2	0	0	0	6	13	1	3	1	3
Cluster-58849.0	KAG7176000.1	3	8	3	5	5	4	6	10	7	3	4	9	4
Cluster-58854.0	XP_018025734.1	130	103	84	145	134	176	133	96	216	100	168	78	166
Cluster-58863.0	CAH7735553.1	3	0	0	0	0	0	0	2	2	1	2	1	10
Cluster-58873.0	XP_011056751.1	3	2	3	4	3	4	1	12	6	0	0	3	3
Cluster-58874.0	KAF2363664.1	7	12	1	6	4	21	6	12	8	12	7	20	14
Cluster-58898.0	KAF2365729.1	1	2	0	0	0	0	0	3	0	0	14	1	2
Cluster-58902.1	XP_053631763.1	1	2	0	0	1	1	1	1	5	1	1	0	6
Cluster-58904.0	KAA0192326.1	4	2	0	0	0	0	0	4	0	5	1	1	0
Cluster-58904.1	KAA0192326.1	6	0	1	0	2	0	2	7	2	4	8	1	6
Cluster-58907.0	XP_018025766.1	115	146	135	227	325	371	327	183	227	249	130	150	306
Cluster-58918.0	XP_042886218.1	2	4	0	10	1	0	0	4	4	4	6	2	5
Cluster-58926.2	XP_018026019.1	19	31	18	41	31	49	42	47	48	27	36	29	61
Cluster-58931.0	XP_018017644.1	53	54	43	90	59	72	50	60	39	73	65	83	54
Cluster-58932.0	KAF2348334.1	1	1	1	0	0	0	0	0	1	1	1	0	7
Cluster-58946.0	KAF2364483.1	1	1	0	5	2	1	2	8	7	6	7	2	4
